name,kind,domain,omics_type,contributing_projects,n_projects,n_implementations,licenses,integration_mode,redistributable,signature,external_deps,source_paths,description,native_connectors,availability
hf_cmexam,benchmark,medical,general,BioMedArena,1,1,MIT,vendor,True,,[`fzkuji/CMExam`](https://huggingface.co/datasets/fzkuji/CME,BioMedArena/docs/benchmark_datasets.md,medical | task=mcq | scorer=multipleChoice,,wrappable
hf_cord19_qa,benchmark,biomedical,general,BioMedArena,1,1,MIT,vendor,True,,[`allenai/cord19`](https://huggingface.co/datasets/allenai/c,BioMedArena/docs/benchmark_datasets.md,biomedical | task=qa | scorer=openText,,wrappable
hf_craft,benchmark,biomedical,general,BioMedArena,1,1,MIT,vendor,True,,[`bigbio/craft`](https://huggingface.co/datasets/bigbio/craf,BioMedArena/docs/benchmark_datasets.md,biomedical | task=classification | scorer=exactMatch,,wrappable
hf_ddi_corpus_2013,benchmark,biomedical,general,BioMedArena,1,1,MIT,vendor,True,,[`OpenMed/DDI-Corpus-Processed`](https://huggingface.co/data,BioMedArena/docs/benchmark_datasets.md,biomedical | task=classification | scorer=exactMatch,,wrappable
hf_discoverybench_biomedical,benchmark,biomedical,general,BioMedArena,1,1,MIT,vendor,True,,[`allenai/discoverybench`](https://huggingface.co/datasets/a,BioMedArena/docs/benchmark_datasets.md,biomedical | task=qa | scorer=openText,,wrappable
hf_ebm_nlp,benchmark,biomedical,general,BioMedArena,1,1,MIT,vendor,True,,[`bigbio/ebm_pico`](https://huggingface.co/datasets/bigbio/e,BioMedArena/docs/benchmark_datasets.md,biomedical | task=qa | scorer=openText,,wrappable
hf_evidence_inference,benchmark,biomedical,general,BioMedArena,1,1,MIT,vendor,True,,[`hpi-dhc/evidence-inference-simple`](https://huggingface.co,BioMedArena/docs/benchmark_datasets.md,biomedical | task=classification | scorer=exactMatch,,wrappable
hf_fgbench,benchmark,chemistry,general,BioMedArena,1,1,MIT,vendor,True,,[`xuan-liu/FGBench`](https://huggingface.co/datasets/xuan-li,BioMedArena/docs/benchmark_datasets.md,chemistry | task=classification | scorer=exactMatch,,wrappable
hf_fluorescence_prediction,benchmark,protein,general,BioMedArena,1,1,MIT,vendor,True,,[`proteinglm/fluorescence_prediction`](https://huggingface.c,BioMedArena/docs/benchmark_datasets.md,protein | task=classification | scorer=exactMatch,,wrappable
hf_gad,benchmark,biomedical,general,BioMedArena,1,1,MIT,vendor,True,,[`bigbio/gad`](https://huggingface.co/datasets/bigbio/gad),BioMedArena/docs/benchmark_datasets.md,biomedical | task=classification | scorer=exactMatch,,wrappable
hf_gaianet_chemistry,benchmark,chemistry,general,BioMedArena,1,1,MIT,vendor,True,,[`gaianet/chemistry`](https://huggingface.co/datasets/gaiane,BioMedArena/docs/benchmark_datasets.md,chemistry | task=text | scorer=openText,,wrappable
hf_genbio_proteingym_dms,benchmark,protein,general,BioMedArena,1,1,MIT,vendor,True,,[`genbio-ai/ProteinGYM-DMS`](https://huggingface.co/datasets,BioMedArena/docs/benchmark_datasets.md,protein | task=protein_fitness | scorer=exactNumeric,,wrappable
hf_hallmarks_of_cancer,benchmark,biomedical,general,BioMedArena,1,1,MIT,vendor,True,,[`bigbio/hallmarks_of_cancer`](https://huggingface.co/datase,BioMedArena/docs/benchmark_datasets.md,biomedical | task=classification | scorer=exactMatch,mcp-cancer-models,already-available
hf_headqa,benchmark,medical,general,BioMedArena,1,1,MIT,vendor,True,,[`openlifescienceai/headqa`](https://huggingface.co/datasets,BioMedArena/docs/benchmark_datasets.md,medical | task=mcq | scorer=multipleChoice,,wrappable
hf_healthqa,benchmark,medical,general,BioMedArena,1,1,MIT,vendor,True,,[`nlplabtdtu/health_qa`](https://huggingface.co/datasets/nlp,BioMedArena/docs/benchmark_datasets.md,medical | task=qa | scorer=openText,,wrappable
hf_icml2022_proteingym,benchmark,protein,general,BioMedArena,1,1,MIT,vendor,True,,[`ICML2022/ProteinGym`](https://huggingface.co/datasets/ICML,BioMedArena/docs/benchmark_datasets.md,protein | task=protein_fitness | scorer=exactNumeric,,wrappable
hf_jnlpba,benchmark,biomedical,general,BioMedArena,1,1,MIT,vendor,True,,[`EMBO/BLURB`](https://huggingface.co/datasets/EMBO/BLURB),BioMedArena/docs/benchmark_datasets.md,biomedical | task=classification | scorer=exactMatch,,wrappable
hf_litcovid,benchmark,biomedical,general,BioMedArena,1,1,MIT,vendor,True,,[`ncats/litcovid`](https://huggingface.co/datasets/ncats/lit,BioMedArena/docs/benchmark_datasets.md,biomedical | task=classification | scorer=exactMatch,,wrappable
hf_liveqa_med,benchmark,medical,general,BioMedArena,1,1,MIT,vendor,True,,[`hyesunyun/liveqa_medical_trec2017`](https://huggingface.co,BioMedArena/docs/benchmark_datasets.md,medical | task=qa | scorer=openText,,wrappable
hf_longhealth,benchmark,medical,general,BioMedArena,1,1,MIT,vendor,True,,[`tonychenxyz/longhealth`](https://huggingface.co/datasets/t,BioMedArena/docs/benchmark_datasets.md,medical | task=mcq | scorer=multipleChoice,,wrappable
hf_lpm24_eval_caption,benchmark,chemistry,general,BioMedArena,1,1,MIT,vendor,True,,[`language-plus-molecules/LPM-24_eval-caption`](https://hugg,BioMedArena/docs/benchmark_datasets.md,chemistry | task=qa | scorer=openText,,wrappable
hf_lpm24_eval_molgen,benchmark,chemistry,general,BioMedArena,1,1,MIT,vendor,True,,[`language-plus-molecules/LPM-24_eval-molgen`](https://huggi,BioMedArena/docs/benchmark_datasets.md,chemistry | task=qa | scorer=openText,,wrappable
hf_medcase_reasoning,benchmark,clinical,general,BioMedArena,1,1,MIT,vendor,True,,[`zou-lab/MedCaseReasoning`](https://huggingface.co/datasets,BioMedArena/docs/benchmark_datasets.md,clinical | task=qa | scorer=openText,,wrappable
hf_medconceptsqa,benchmark,medical,general,BioMedArena,1,1,MIT,vendor,True,,[`ofir408/MedConceptsQA`](https://huggingface.co/datasets/of,BioMedArena/docs/benchmark_datasets.md,medical | task=mcq | scorer=multipleChoice,,wrappable
hf_meddialogqa,benchmark,medical,general,BioMedArena,1,1,MIT,vendor,True,,[`UCSD26/medical_dialog`](https://huggingface.co/datasets/UC,BioMedArena/docs/benchmark_datasets.md,medical | task=qa | scorer=openText,,wrappable
hf_medexqa,benchmark,medical,general,BioMedArena,1,1,MIT,vendor,True,,[`bluesky333/MedExQA`](https://huggingface.co/datasets/blues,BioMedArena/docs/benchmark_datasets.md,medical | task=mcq | scorer=multipleChoice,,wrappable
hf_medical_question_pairs,benchmark,medical,general,BioMedArena,1,1,MIT,vendor,True,,[`curaihealth/medical_questions_pairs`](https://huggingface.,BioMedArena/docs/benchmark_datasets.md,medical | task=pair_classification | scorer=exactMatch,,wrappable
hf_medication_qa,benchmark,medical,general,BioMedArena,1,1,MIT,vendor,True,,[`truehealth/medicationqa`](https://huggingface.co/datasets/,BioMedArena/docs/benchmark_datasets.md,medical | task=qa | scorer=openText,,wrappable
hf_medmcqa_explanations,benchmark,medical,general,BioMedArena,1,1,MIT,vendor,True,,[`openlifescienceai/medmcqa`](https://huggingface.co/dataset,BioMedArena/docs/benchmark_datasets.md,medical | task=mcq | scorer=multipleChoice,,wrappable
hf_mednli,benchmark,clinical,general,BioMedArena,1,1,MIT,vendor,True,,[`araag2/MedNLI`](https://huggingface.co/datasets/araag2/Med,BioMedArena/docs/benchmark_datasets.md,clinical | task=classification | scorer=exactMatch,,wrappable
hf_medpalm_eval_set,benchmark,medical,general,BioMedArena,1,1,MIT,vendor,True,,[`katielink/healthsearchqa`](https://huggingface.co/datasets,BioMedArena/docs/benchmark_datasets.md,medical | task=qa | scorer=openText,,wrappable
hf_medpub_qa,benchmark,biomedical,general,BioMedArena,1,1,MIT,vendor,True,,[`qiaojin/PubMedQA`](https://huggingface.co/datasets/qiaojin,BioMedArena/docs/benchmark_datasets.md,biomedical | task=mcq | scorer=multipleChoice,mcp-pubmed,already-available
hf_medqa_taiwan,benchmark,medical,general,BioMedArena,1,1,MIT,vendor,True,,[`xuxuxuxuxu/MedQA_Taiwan_test`](https://huggingface.co/data,BioMedArena/docs/benchmark_datasets.md,medical | task=mcq | scorer=multipleChoice,,wrappable
hf_medquad,benchmark,medical,general,BioMedArena,1,1,MIT,vendor,True,,[`keivalya/MedQuad-MedicalQnADataset`](https://huggingface.c,BioMedArena/docs/benchmark_datasets.md,medical | task=qa | scorer=openText,,wrappable
hf_meds_bench,benchmark,medical,general,BioMedArena,1,1,MIT,vendor,True,,[`Henrychur/MedS-Bench`](https://huggingface.co/datasets/Hen,BioMedArena/docs/benchmark_datasets.md,medical | task=qa | scorer=openText,,wrappable
hf_meqsum,benchmark,medical,general,BioMedArena,1,1,MIT,vendor,True,,[`albertvillanova/meqsum`](https://huggingface.co/datasets/a,BioMedArena/docs/benchmark_datasets.md,medical | task=summarization | scorer=openText,,wrappable
hf_mol_instructions_pubchemqa,benchmark,chemistry,general,BioMedArena,1,1,MIT,vendor,True,,[`zjunlp/Mol-Instructions`](https://huggingface.co/datasets/,BioMedArena/docs/benchmark_datasets.md,chemistry | task=qa | scorer=openText,mcp-chemistry,already-available
hf_mollangbench,benchmark,chemistry,general,BioMedArena,1,1,MIT,vendor,True,,[`ChemFM/MolLangBench`](https://huggingface.co/datasets/Chem,BioMedArena/docs/benchmark_datasets.md,chemistry | task=qa | scorer=openText,,wrappable
hf_ms2,benchmark,biomedical,general,BioMedArena,1,1,MIT,vendor,True,,[`allenai/mslr2022`](https://huggingface.co/datasets/allenai,BioMedArena/docs/benchmark_datasets.md,biomedical | task=summarization | scorer=openText,,wrappable
hf_mteb_medical_qa,benchmark,medical,general,BioMedArena,1,1,MIT,vendor,True,,[`mteb/medical_qa`](https://huggingface.co/datasets/mteb/med,BioMedArena/docs/benchmark_datasets.md,medical | task=retrieval | scorer=openText,,wrappable
hf_mteb_medical_retrieval,benchmark,medical,general,BioMedArena,1,1,MIT,vendor,True,,[`mteb/MedicalRetrieval`](https://huggingface.co/datasets/mt,BioMedArena/docs/benchmark_datasets.md,medical | task=retrieval | scorer=openText,,wrappable
hf_mts_dialogue_clinical_note,benchmark,clinical,general,BioMedArena,1,1,MIT,vendor,True,,[`har1/MTS_Dialogue-Clinical_Note`](https://huggingface.co/d,BioMedArena/docs/benchmark_datasets.md,clinical | task=summarization | scorer=openText,,wrappable
hf_ncbi_disease,benchmark,biomedical,general,BioMedArena,1,1,MIT,vendor,True,,[`EMBO/BLURB`](https://huggingface.co/datasets/EMBO/BLURB),BioMedArena/docs/benchmark_datasets.md,biomedical | task=classification | scorer=exactMatch,mcp-pubmed,already-available
hf_nlmchem,benchmark,biomedical,general,BioMedArena,1,1,MIT,vendor,True,,[`jablonkagroup/nlmchem`](https://huggingface.co/datasets/ja,BioMedArena/docs/benchmark_datasets.md,biomedical | task=qa | scorer=openText,,wrappable
hf_pgr,benchmark,biomedical,general,BioMedArena,1,1,MIT,vendor,True,,[`lasigeBioTM/PGR`](https://huggingface.co/datasets/lasigeBi,BioMedArena/docs/benchmark_datasets.md,biomedical | task=classification | scorer=exactMatch,,wrappable
hf_ppi_benchmark,benchmark,protein,general,BioMedArena,1,1,MIT,vendor,True,,[`bigbio/bioinfer`](https://huggingface.co/datasets/bigbio/b,BioMedArena/docs/benchmark_datasets.md,protein | task=classification | scorer=exactMatch,,wrappable
hf_protein_binding_sequences,benchmark,protein,general,BioMedArena,1,1,MIT,vendor,True,,[`ronig/protein_binding_sequences`](https://huggingface.co/d,BioMedArena/docs/benchmark_datasets.md,protein | task=qa | scorer=openText,,wrappable
hf_protein_deeploc,benchmark,protein,general,BioMedArena,1,1,MIT,vendor,True,,[`proteinea/deeploc`](https://huggingface.co/datasets/protei,BioMedArena/docs/benchmark_datasets.md,protein | task=classification | scorer=exactMatch,,wrappable
hf_protein_fluorescence,benchmark,protein,general,BioMedArena,1,1,MIT,vendor,True,,[`proteinea/fluorescence`](https://huggingface.co/datasets/p,BioMedArena/docs/benchmark_datasets.md,protein | task=regression | scorer=exactNumeric,,wrappable
hf_protein_secondary_structure,benchmark,protein,general,BioMedArena,1,1,MIT,vendor,True,,[`lamm-mit/protein_secondary_structure_from_PDB`](https://hu,BioMedArena/docs/benchmark_datasets.md,protein | task=classification | scorer=exactMatch,mcp-structures-interactions,already-available
hf_protein_solubility,benchmark,protein,general,BioMedArena,1,1,MIT,vendor,True,,[`proteinea/solubility`](https://huggingface.co/datasets/pro,BioMedArena/docs/benchmark_datasets.md,protein | task=classification | scorer=exactMatch,,wrappable
hf_protein_stability,benchmark,protein,general,BioMedArena,1,1,MIT,vendor,True,,[`SaProtHub/Dataset-Meta-scale-protein-stability`](https://h,BioMedArena/docs/benchmark_datasets.md,protein | task=regression | scorer=exactNumeric,,wrappable
hf_proteingym_v01,benchmark,protein,general,BioMedArena,1,1,MIT,vendor,True,,[`OATML-Markslab/ProteinGym_v0.1`](https://huggingface.co/da,BioMedArena/docs/benchmark_datasets.md,protein | task=protein_fitness | scorer=exactNumeric,,wrappable
hf_proteingym_v1,benchmark,protein,general,BioMedArena,1,1,MIT,vendor,True,,[`OATML-Markslab/ProteinGym_v1`](https://huggingface.co/data,BioMedArena/docs/benchmark_datasets.md,protein | task=protein_fitness | scorer=exactNumeric,,wrappable
hf_proteinlmbench,benchmark,protein,general,BioMedArena,1,1,MIT,vendor,True,,[`tsynbio/ProteinLMBench`](https://huggingface.co/datasets/t,BioMedArena/docs/benchmark_datasets.md,protein | task=mcq | scorer=multipleChoice,,wrappable
hf_proteinlmbench_enzyme_cot,benchmark,protein,general,BioMedArena,1,1,MIT,vendor,True,,[`tsynbio/ProteinLMBench`](https://huggingface.co/datasets/t,BioMedArena/docs/benchmark_datasets.md,protein | task=mcq | scorer=multipleChoice,,wrappable
hf_proteinlmbench_uniprot_disease,benchmark,protein,general,BioMedArena,1,1,MIT,vendor,True,,[`tsynbio/ProteinLMBench`](https://huggingface.co/datasets/t,BioMedArena/docs/benchmark_datasets.md,protein | task=mcq | scorer=multipleChoice,mcp-genes-ontologies,already-available
hf_proteinlmbench_uniprot_function,benchmark,protein,general,BioMedArena,1,1,MIT,vendor,True,,[`tsynbio/ProteinLMBench`](https://huggingface.co/datasets/t,BioMedArena/docs/benchmark_datasets.md,protein | task=mcq | scorer=multipleChoice,mcp-genes-ontologies,already-available
hf_proteinlmbench_uniprot_induction,benchmark,protein,general,BioMedArena,1,1,MIT,vendor,True,,[`tsynbio/ProteinLMBench`](https://huggingface.co/datasets/t,BioMedArena/docs/benchmark_datasets.md,protein | task=mcq | scorer=multipleChoice,mcp-genes-ontologies,already-available
hf_proteinlmbench_uniprot_ptm,benchmark,protein,general,BioMedArena,1,1,MIT,vendor,True,,[`tsynbio/ProteinLMBench`](https://huggingface.co/datasets/t,BioMedArena/docs/benchmark_datasets.md,protein | task=mcq | scorer=multipleChoice,mcp-genes-ontologies,already-available
hf_proteinlmbench_uniprot_subunit,benchmark,protein,general,BioMedArena,1,1,MIT,vendor,True,,[`tsynbio/ProteinLMBench`](https://huggingface.co/datasets/t,BioMedArena/docs/benchmark_datasets.md,protein | task=mcq | scorer=multipleChoice,mcp-genes-ontologies,already-available
hf_proteinlmbench_uniprot_tissue,benchmark,protein,general,BioMedArena,1,1,MIT,vendor,True,,[`tsynbio/ProteinLMBench`](https://huggingface.co/datasets/t,BioMedArena/docs/benchmark_datasets.md,protein | task=mcq | scorer=multipleChoice,mcp-genes-ontologies,already-available
hf_raredis,benchmark,medical,general,BioMedArena,1,1,MIT,vendor,True,,[`guan-wang/ReDis-QA`](https://huggingface.co/datasets/guan-,BioMedArena/docs/benchmark_datasets.md,medical | task=mcq | scorer=multipleChoice,,wrappable
hf_rna_downstream_tasks,benchmark,rna,general,BioMedArena,1,1,MIT,vendor,True,,[`genbio-ai/rna-downstream-tasks`](https://huggingface.co/da,BioMedArena/docs/benchmark_datasets.md,rna | task=classification | scorer=exactMatch,,wrappable
hf_rna_expression_hek,benchmark,rna,general,BioMedArena,1,1,MIT,vendor,True,,[`genbio-ai/rna-downstream-tasks`](https://huggingface.co/da,BioMedArena/docs/benchmark_datasets.md,rna | task=regression | scorer=exactNumeric,,wrappable
hf_rna_expression_muscle,benchmark,rna,general,BioMedArena,1,1,MIT,vendor,True,,[`genbio-ai/rna-downstream-tasks`](https://huggingface.co/da,BioMedArena/docs/benchmark_datasets.md,rna | task=regression | scorer=exactNumeric,,wrappable
hf_rna_expression_pc3,benchmark,rna,general,BioMedArena,1,1,MIT,vendor,True,,[`genbio-ai/rna-downstream-tasks`](https://huggingface.co/da,BioMedArena/docs/benchmark_datasets.md,rna | task=regression | scorer=exactNumeric,,wrappable
